22.07.2026                                                       การแสดงรายการแบบไดนามิก                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------
|  วัสดุ        |คำอธิบายวัสดุ                           |Plnt|ใบสั่ง|โครงข่าย  |        องค์ประกอบ WBS|MvT|ปม.ต้องการ|RemovedQty|ปริมาณต่าง|วันต้องการ|
|  1-00-001-0001|POLE 8 M.                               |D060|      |7001110159|  I-67-D-NPN68.HB.1105|581|        5 |        0 |        5 |24.06.2025|
|  1-00-001-0002|POLE  9 M.                              |D060|      |7001110159|  I-67-D-NPN68.HB.1105|581|        1 |        0 |        1 |24.06.2025|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001110159|  I-67-D-NPN68.HB.1105|581|       22 |        0 |       22 |24.06.2025|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001110159|  I-67-D-NPN68.HB.1105|581|       22 |        0 |       22 |24.06.2025|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7001110159|  I-67-D-NPN68.HB.1105|581|       33 |        0 |       33 |24.06.2025|
|  1-03-013-0001|RACK, 3X200 MM. EXT.BACK                |D060|      |7001110159|  I-67-D-NPN68.HB.1105|581|       11 |        0 |       11 |24.06.2025|
|  1-06-005-0001|METER,WATTHOUR,1 P,2 W 5(15)A.,O/D      |D060|      |7001110161|  I-67-D-NPN68.HB.1105|581|       16 |        0 |       16 |24.06.2025|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005103244|C-68-D-NGECS.0092.01.1|581|        2 |        0 |        2 |20.07.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005103244|C-68-D-NGECS.0092.01.1|581|        6 |        0 |        6 |20.07.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005103244|C-68-D-NGECS.0092.01.1|581|        6 |        0 |        6 |20.07.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005103244|C-68-D-NGECS.0092.01.1|581|        9 |        0 |        9 |20.07.2026|
|  1-03-013-0001|RACK, 3X200 MM. EXT.BACK                |D060|      |8005103244|C-68-D-NGECS.0092.01.1|581|        3 |        0 |        3 |20.07.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        7 |        0 |        7 |01.07.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        2 |        0 |        2 |01.07.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        9 |        0 |        9 |01.07.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        2 |        0 |        2 |01.07.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        3 |        0 |        3 |01.07.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        5 |        0 |        5 |01.07.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        7 |        0 |        7 |01.07.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        3 |        0 |        3 |01.07.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        3 |        0 |        3 |01.07.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|       43 |        0 |       43 |01.07.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|       24 |        0 |       24 |01.07.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        7 |        0 |        7 |01.07.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        8 |        0 |        8 |01.07.2026|
|  1-01-020-0004|BRACE,ALLEY ARM 40X40X5 MM. 2.12 M.LONG |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        5 |        0 |        5 |01.07.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        9 |        0 |        9 |01.07.2026|
|  1-02-002-0002|COND.,ACSR 50/8 SQ.MM.TIS.86            |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|    1,800 |        0 |    1,800 |01.07.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|        3 |        0 |        3 |01.07.2026|
|  1-03-001-0101|INSULATOR,PIN POST,22 KV. P/A           |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|       21 |        0 |       21 |01.07.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |7001137006|  I-68-D-BPG68.JA.2201|581|       18 |        0 |       18 |01.07.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |7001137008|  I-68-D-BPG68.JA.2201|581|        4 |        0 |        4 |01.07.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |7001137008|  I-68-D-BPG68.JA.2201|581|        8 |        0 |        8 |01.07.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001137008|  I-68-D-BPG68.JA.2201|581|        8 |        0 |        8 |01.07.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7001137008|  I-68-D-BPG68.JA.2201|581|       16 |        0 |       16 |01.07.2026|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |7001137008|  I-68-D-BPG68.JA.2201|581|        4 |        0 |        4 |01.07.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005152247|C-68-D-NGECS.0117.01.1|581|        2 |        0 |        2 |09.07.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005152247|C-68-D-NGECS.0117.01.1|581|       39 |        0 |       39 |09.07.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005152247|C-68-D-NGECS.0117.01.1|581|        6 |        0 |        6 |09.07.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005152247|C-68-D-NGECS.0117.01.1|581|       44 |        0 |       44 |09.07.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005152247|C-68-D-NGECS.0117.01.1|581|       19 |        0 |       19 |09.07.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005152247|C-68-D-NGECS.0117.01.1|581|       65 |        0 |       65 |09.07.2026|
|  1-03-013-0001|RACK, 3X200 MM. EXT.BACK                |D060|      |8005152247|C-68-D-NGECS.0117.01.1|581|       11 |        0 |       11 |09.07.2026|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |8005152247|C-68-D-NGECS.0117.01.1|581|        8 |        0 |        8 |09.07.2026|
|  1-00-001-0002|POLE  9 M.                              |D060|      |8005152247|C-68-D-NGECS.0117.01.1|581|       14 |        0 |       14 |09.07.2026|
|  1-02-001-0002|COND.,AL,BARE 50/7 SQ.MM.TIS.85         |D060|      |6001410723|P-SEZ02.0-D-NPND0.1166|581|      700 |        0 |      700 |02.02.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |6001410723|P-SEZ02.0-D-NPND0.1166|581|      800 |        0 |      800 |02.02.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |6001410723|P-SEZ02.0-D-NPND0.1166|581|       18 |        0 |       18 |02.02.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       20 |        0 |       20 |07.01.2026|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|        3 |        0 |        3 |07.01.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       36 |        0 |       36 |07.01.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       20 |        0 |       20 |07.01.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       32 |        0 |       32 |07.01.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       12 |        0 |       12 |07.01.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       10 |        0 |       10 |07.01.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       62 |        0 |       62 |07.01.2026|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|        3 |        0 |        3 |07.01.2026|
|  1-01-021-0300|ANCLE GUY ATTACHMENT 30 DEG.            |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|        3 |        0 |        3 |07.01.2026|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|        3 |        0 |        3 |07.01.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       18 |        0 |       18 |07.01.2026|
|  1-02-008-9954|CONDUCTOR,CU,NFYW 0.6/1 KV. 2.5 SQ.MM.  |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       40 |        0 |       40 |07.01.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       56 |        0 |       56 |07.01.2026|
|  1-02-032-0010|H-CONNCTOR,MAIN AL 25-50,TAP AL/CU 2.5-6|D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       10 |        0 |       10 |07.01.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       20 |        0 |       20 |07.01.2026|
|  1-02-032-0014|H-CONNCTOR,MAIN AL 35-50,TAP CU 6-10    |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       16 |        0 |       16 |07.01.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       68 |        0 |       68 |07.01.2026|
|  1-03-003-0100|INSULATOR,STRAIN,CLASS 54-1 TIS.280     |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|        3 |        0 |        3 |07.01.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       34 |        0 |       34 |07.01.2026|
|  1-06-005-0009|METER,WATTHOUR 1 P, 2 W 15(45) A. O/Dm  |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|       13 |        0 |       13 |07.01.2026|
|  1-06-010-0000|CABLE PLATE, SIZE 2X20X20 CM.           |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|        8 |        0 |        8 |07.01.2026|
|  1-06-010-0001|METER PLATE, SIZE 2X20X60 CM.           |D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|        4 |        0 |        4 |07.01.2026|
|  1-07-001-0107|SET OF LUMINAIRE,MERCURY,TYPE3,1X80WATTS|D060|      |8005206662|C-69-D-NPNSR.0001.01.1|581|        5 |        0 |        5 |07.01.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|       15 |        0 |       15 |29.04.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|       39 |        0 |       39 |29.04.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|       10 |        0 |       10 |29.04.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|       39 |        0 |       39 |29.04.2026|
|  1-02-007-0000|CABLE,AL,750 V,25 SQ.MM. TIS.293        |D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|      670 |        0 |      670 |29.04.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|    1,540 |        0 |    1,540 |29.04.2026|
|  1-02-026-0300|PREFORMED D/E, AW 25 SQ.MM.             |D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|        4 |        0 |        4 |29.04.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|       18 |        0 |       18 |29.04.2026|
|  1-02-032-0011|H-CONNCTOR,MAIN AL 25-50,TAP AL/CU 16-35|D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|        1 |        0 |        1 |29.04.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|        8 |        0 |        8 |29.04.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|       58 |        0 |       58 |29.04.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|       21 |        0 |       21 |29.04.2026|
|  1-03-013-0100|CLEVIS,FLAT STEEL 4 1/4,INSULATOR,53-2  |D060|      |8005212241|C-69-D-TPNCS.0001.03.1|581|       16 |        0 |       16 |29.04.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |6001412493|P-NHE03.1-D-NGE68.0001|581|       12 |        0 |       12 |25.06.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |6001412493|P-NHE03.1-D-NGE68.0001|581|       17 |        0 |       17 |25.06.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001412493|P-NHE03.1-D-NGE68.0001|581|        7 |        0 |        7 |25.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001412493|P-NHE03.1-D-NGE68.0001|581|       17 |        0 |       17 |25.06.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |6001412493|P-NHE03.1-D-NGE68.0001|581|       14 |        0 |       14 |25.06.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |6001412493|P-NHE03.1-D-NGE68.0001|581|        6 |        0 |        6 |25.06.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |6001412493|P-NHE03.1-D-NGE68.0001|581|       30 |        0 |       30 |25.06.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |6001412493|P-NHE03.1-D-NGE68.0001|581|       15 |        0 |       15 |25.06.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |6001412556|P-NHE03.1-D-NGE68.0002|581|        2 |        0 |        2 |06.02.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |6001412556|P-NHE03.1-D-NGE68.0002|581|        4 |        0 |        4 |06.02.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001412556|P-NHE03.1-D-NGE68.0002|581|        1 |        0 |        1 |06.02.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |6001412556|P-NHE03.1-D-NGE68.0002|581|        3 |        0 |        3 |06.02.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001412556|P-NHE03.1-D-NGE68.0002|581|       14 |        0 |       14 |06.02.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |6001412556|P-NHE03.1-D-NGE68.0002|581|        4 |        0 |        4 |06.02.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |6001412556|P-NHE03.1-D-NGE68.0002|581|        6 |        0 |        6 |06.02.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |6001412560|P-NHE03.1-D-NGE68.0002|581|        8 |        0 |        8 |06.02.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |6001412560|P-NHE03.1-D-NGE68.0002|581|       12 |        0 |       12 |06.02.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001412560|P-NHE03.1-D-NGE68.0002|581|        6 |        0 |        6 |06.02.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001412560|P-NHE03.1-D-NGE68.0002|581|       12 |        0 |       12 |06.02.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |6001412560|P-NHE03.1-D-NGE68.0002|581|       12 |        0 |       12 |06.02.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |6001412560|P-NHE03.1-D-NGE68.0002|581|        6 |        0 |        6 |06.02.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |6001412560|P-NHE03.1-D-NGE68.0002|581|       24 |        0 |       24 |06.02.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |6001412560|P-NHE03.1-D-NGE68.0002|581|       12 |        0 |       12 |06.02.2026|
|  1-00-001-0004|POLE 12 M.                              |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|        3 |        0 |        3 |16.01.2026|
|  1-00-001-0012|POLE 12.2 M.                            |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       22 |        0 |       22 |16.01.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|        8 |        0 |        8 |16.01.2026|
|  1-01-000-0100|ST. CHANNEL, 100X50X5 MM. 2.25 M.LONG   |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|        4 |        0 |        4 |16.01.2026|
|  1-01-001-0003|ST. ANG.,OHGW. BAYONET 2.25 M.LONG      |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       21 |        0 |       21 |16.01.2026|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|      841 |        0 |      841 |16.01.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|        8 |        0 |        8 |16.01.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|        4 |        0 |        4 |16.01.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       54 |        0 |       54 |16.01.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       42 |        0 |       42 |16.01.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       12 |        0 |       12 |16.01.2026|
|  1-01-014-0001|BOLT,ROUND EYE M.16X200 MM.             |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|        4 |        0 |        4 |16.01.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       16 |        0 |       16 |16.01.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|      156 |        0 |      156 |16.01.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       12 |        0 |       12 |16.01.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       16 |        0 |       16 |16.01.2026|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|        8 |        0 |        8 |16.01.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       75 |        0 |       75 |16.01.2026|
|  1-01-023-0012|CLAMP, DOUBLE BOLTS, ST. WIRE 25 SQ.MM. |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       58 |        0 |       58 |16.01.2026|
|  1-01-023-0205|GROUND WIRE CLAMP,J.1152                |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       21 |        0 |       21 |16.01.2026|
|  1-02-005-0004|CABLE,AERIAL,AL 22 KV. 1X185 SQ.MM.     |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|    2,304 |        0 |    2,304 |16.01.2026|
|  1-02-044-0112|BRACKET,SAC CORNER SUPPORT, 22-33 KV    |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       21 |        0 |       21 |16.01.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       75 |        0 |       75 |16.01.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |7001164122|  I-69-D-TPN69.M4.1101|581|       96 |        0 |       96 |16.01.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |7001164124|  I-69-D-TPN69.M4.1101|581|        3 |        0 |        3 |16.01.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7001164124|  I-69-D-TPN69.M4.1101|581|       14 |        0 |       14 |16.01.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001164124|  I-69-D-TPN69.M4.1101|581|       13 |        0 |       13 |16.01.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |7001164124|  I-69-D-TPN69.M4.1101|581|    2,060 |        0 |    2,060 |16.01.2026|
